Survived,Pclass,Sex_male,Sex_female,Embarked_S,Embarked_C,Embarked_Q,title2_ordinary,title2_minor,title2_royal,title2_religious,title2_officer,age_group_2_0-14,age_group_2_15-29,age_group_2_30-44,age_group_2_45-59,age_group_2_60-74,age_group_2_75-89,family_size
0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
1,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3
1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5
0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,5
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5
1,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5
1,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3
1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5
0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5
0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5
0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5
1,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,9
0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5
1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3
1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3
1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5
1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3
0,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5
0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3
1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5
1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3
0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3
0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
1,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5
0,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5
0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5
1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5
0,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5
0,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5
1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3
1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5
0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3
1,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,9
0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3
1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3
0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5
0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5
0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3
1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5
1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,11
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3
0,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3
0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5
1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3
0,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,11
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5
1,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3
0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,5
1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3
0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,13
1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3
0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,5
0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3
0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5
0,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3
1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3
1,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3
0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3
1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3
0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
